Max Temp,Cloudiness,Humidity,Country,Wind Speed,Lng,City,Lat,Date,parsed_time
34,75,67,JP,3.36,140.57,Yokote,39.3,1580002838,2020-01-26 01:40:38
77.36,63,87,CO,2.37,-67.92,Inirida,3.87,1580002840,2020-01-26 01:40:40
45,100,95,NO,1.99,11.24,Rorvik,64.86,1580002841,2020-01-26 01:40:41
76.62,100,84,BO,2.28,-65.36,Guayaramerin,-10.84,1580002842,2020-01-26 01:40:42
-13.47,0,77,RU,3.15,-171,Lavrentiya,65.58,1580002610,2020-01-26 01:36:50
4.46,100,96,RU,4.54,47.5,Kharitonovo,61.4,1580002844,2020-01-26 01:40:44
39.99,1,80,US,5.59,-86.21,Albertville,34.27,1580002660,2020-01-26 01:37:40
42.15,0,74,SY,8.81,40.92,Abu Kamal,34.45,1580002846,2020-01-26 01:40:46
22.37,100,95,KZ,10.6,80.44,Ayagoz,47.97,1580002847,2020-01-26 01:40:47
78.8,75,94,BR,9.17,-35.74,Maceio,-9.67,1580002848,2020-01-26 01:40:48
80.6,40,78,CO,13.87,-74.91,Calamar,10.25,1580002851,2020-01-26 01:40:51
31.53,89,90,UA,11.59,37.69,Dvorichna,49.85,1580002852,2020-01-26 01:40:52
38.97,82,86,IS,16.04,-15.21,Hofn,64.25,1580002794,2020-01-26 01:39:54
76.73,87,82,ID,3.02,100.63,Payakumbuh,-0.22,1580002854,2020-01-26 01:40:54
76.86,40,57,VE,3.2,-68.58,San Carlos,9.66,1580002855,2020-01-26 01:40:55
-25.98,100,91,RU,5.64,150.85,Zyryanka,65.75,1580002856,2020-01-26 01:40:56
69.8,40,83,MX,9.17,-103.8,Coquimatlan,19.2,1580002857,2020-01-26 01:40:57
84.2,75,74,AU,16.11,136.77,Nhulunbuy,-12.23,1580002858,2020-01-26 01:40:58
85.08,69,67,PG,4.65,148.25,Popondetta,-8.75,1580002860,2020-01-26 01:41:00
30.4,0,66,TM,2.42,55.52,Bereket,39.24,1580002861,2020-01-26 01:41:01
34,90,86,US,14.99,-82.98,Clyde,41.3,1580002863,2020-01-26 01:41:03
91.4,0,11,AU,16.11,133.88,Alice Springs,-23.7,1580002864,2020-01-26 01:41:04
-24.92,100,98,RU,3.42,146.42,Belaya Gora,68.53,1580002654,2020-01-26 01:37:34
28.4,51,79,TM,13.87,59.38,Akdepe,42.06,1580002866,2020-01-26 01:41:06
15.8,90,78,RU,13.42,177.48,Anadyr,64.75,1580002867,2020-01-26 01:41:07
55.08,59,59,LY,17.94,20.07,Benghazi,32.12,1580002868,2020-01-26 01:41:08
-11.83,100,72,RU,15.93,143.3,Okhotsk,59.38,1580002870,2020-01-26 01:41:10
73.4,75,78,RE,9.17,55.48,Saint-Pierre,-21.34,1580002788,2020-01-26 01:39:48
67.77,0,83,CL,1.72,-70.48,Taltal,-25.4,1580002872,2020-01-26 01:41:12
41,40,65,CA,6.93,-127.17,Smithers,54.78,1580002663,2020-01-26 01:37:43
39.99,75,93,PL,9.17,19.41,Elblag,54.15,1580002874,2020-01-26 01:41:14
41,75,38,US,9.17,-108.5,Billings,45.78,1580002720,2020-01-26 01:38:40
64.71,89,87,ZA,22.73,24.73,Kruisfontein,-34,1580002591,2020-01-26 01:36:31
76.82,26,96,LR,0.87,-7.72,Harper,4.38,1580002657,2020-01-26 01:37:37
72.55,100,99,GF,2.19,-52.32,Camopi,3.17,1580002878,2020-01-26 01:41:18
83.05,26,74,PF,10.67,-151.02,Fare,-16.7,1580002641,2020-01-26 01:37:21
14.97,100,85,RU,12.57,96.37,Baykit,61.67,1580002685,2020-01-26 01:38:05
12.2,75,85,CA,2.24,-63.6,Havre-Saint-Pierre,50.23,1580002882,2020-01-26 01:41:22
58.95,0,39,IN,3.13,80.05,Barela,23.1,1580002883,2020-01-26 01:41:23
46.99,100,93,FR,2.86,-0.52,Lormont,44.88,1580002884,2020-01-26 01:41:24
71.44,0,60,BW,6.71,26.81,Mahalapye,-23.1,1580002885,2020-01-26 01:41:25
34,90,86,US,9.17,-87.69,Evanston,42.04,1580002605,2020-01-26 01:36:45
59,37,41,TD,5.03,18.39,Sarh,9.14,1580002887,2020-01-26 01:41:27
83.3,63,75,VU,10.25,167.55,Sola,-13.88,1580002879,2020-01-26 01:41:19
84.2,40,65,AU,14.99,153.57,Ballina,-28.87,1580002890,2020-01-26 01:41:30
28.99,90,86,RO,1.41,24.05,Taga,46.95,1580002891,2020-01-26 01:41:31
67.66,88,98,BR,2.24,-41.06,Laranja da Terra,-19.9,1580002892,2020-01-26 01:41:32
59,75,100,CN,6.71,116.77,Chenghai,23.46,1580002893,2020-01-26 01:41:33
81.34,0,81,PH,14.56,125.29,Anito,12.45,1580002894,2020-01-26 01:41:34
5.86,71,86,RU,1.32,110.3,Kurumkan,54.3,1580002895,2020-01-26 01:41:35
-8.91,19,92,RU,4.36,127.7,Shimanovsk,52,1580002828,2020-01-26 01:40:28
11.79,0,62,CN,1.41,93.45,Kumul,42.8,1580002667,2020-01-26 01:37:47
71.6,75,94,BR,4.7,-40.29,Vila Velha,-20.33,1580002616,2020-01-26 01:36:56
23,90,92,CA,6.93,-105.28,La Ronge,55.1,1580002900,2020-01-26 01:41:40
21.2,90,92,CA,4.7,-94.43,Kenora,49.82,1580002693,2020-01-26 01:38:13
80.98,100,64,IN,2.28,72.64,Kavaratti,10.57,1580002883,2020-01-26 01:41:23
80.6,75,83,BR,10.29,-39.06,Porto Seguro,-16.45,1580002904,2020-01-26 01:41:44
78.46,100,84,BR,4.12,-43.34,Corrente,-3.74,1580002905,2020-01-26 01:41:45
77.05,93,87,ID,1.16,100.35,Padang,-0.95,1580002660,2020-01-26 01:37:40
32,3,85,RU,11.01,42.77,Kamenka,51.32,1580002907,2020-01-26 01:41:47
43,100,86,FR,2.24,4.06,Gueugnon,46.6,1580002908,2020-01-26 01:41:48
78.8,75,94,BR,9.17,-35.96,Pilar,-9.6,1580002911,2020-01-26 01:41:51
34,90,96,US,3.36,-87.06,Escanaba,45.75,1580002776,2020-01-26 01:39:36
46.99,90,100,GB,11.41,-3,Newport,51.59,1580002836,2020-01-26 01:40:36
21.2,43,67,NO,27.51,29.75,Vadso,70.07,1580002914,2020-01-26 01:41:54
17.47,100,90,KZ,27.81,66.32,Derzhavinsk,51.1,1580002915,2020-01-26 01:41:55
36,90,93,US,10.29,-80.77,Ashtabula,41.7,1580002708,2020-01-26 01:38:28
42.8,1,52,US,3.49,-113.06,Cedar City,37.68,1580002640,2020-01-26 01:37:20
50,1,87,US,4.99,-85.39,Dothan,31.22,1580002815,2020-01-26 01:40:15
33.1,0,77,IR,10.51,47.42,Abdanan,32.99,1580002697,2020-01-26 01:38:17
24.8,90,85,CA,4.7,-91.92,Sioux Lookout,50.1,1580002871,2020-01-26 01:41:11
41.49,0,71,IQ,8.68,41.91,Rawah,34.48,1580002922,2020-01-26 01:42:02
77.27,38,74,BR,1.88,-69.87,Eirunepe,-6.66,1580002923,2020-01-26 01:42:03
62.6,20,88,CL,5.82,-71.63,Valparaiso,-33.04,1580002924,2020-01-26 01:42:04
23.81,100,97,KZ,7.14,84.87,Zaysan,47.47,1580002925,2020-01-26 01:42:05
87.71,74,64,ID,1.79,108.9,Sungairaya,0.7,1580002927,2020-01-26 01:42:07
80.6,96,74,VE,1.12,-66.54,Guatire,10.48,1580002928,2020-01-26 01:42:08
46.4,90,100,US,3.36,-72.33,Palmer,42.16,1580002929,2020-01-26 01:42:09
41.05,35,96,ES,4.09,-4.83,Talavera de la Reina,39.96,1580002930,2020-01-26 01:42:10
82.4,75,74,US,10.29,-157.84,'Ahuimanu,21.44,1580002932,2020-01-26 01:42:12
78.33,73,74,VN,3.83,109.23,Qui Nhon,13.77,1580002752,2020-01-26 01:39:12
62.89,0,38,IN,0.18,92.97,Saiha,22.48,1580002935,2020-01-26 01:42:15
21.2,75,57,JP,17.22,141.82,Makubetsu,45.37,1580002936,2020-01-26 01:42:16
16.11,75,95,FI,4.16,30.02,Lieksa,63.32,1580002937,2020-01-26 01:42:17
63.28,0,55,IN,3.38,90.22,Tura,25.52,1580002938,2020-01-26 01:42:18
66,100,99,AO,4.16,16.34,Malanje,-9.54,1580002939,2020-01-26 01:42:19
44.01,75,64,JP,3.36,140.88,Iwaki,37.05,1580002941,2020-01-26 01:42:21
59,37,41,TD,5.03,18.35,Kibala,9.11,1580002942,2020-01-26 01:42:22
63.91,0,40,MM,1.66,97.03,Taunggyi,20.78,1580002943,2020-01-26 01:42:23
90.16,79,58,ID,3.76,131.25,Sorong,-0.88,1580002944,2020-01-26 01:42:24
-35.7,0,92,RU,4.83,127.47,Sangar,63.92,1580002945,2020-01-26 01:42:25
62.6,12,72,ZA,9.17,20.44,Swellendam,-34.02,1580002947,2020-01-26 01:42:27
14.74,100,85,RU,5.86,179.32,Beringovskiy,63.05,1580002948,2020-01-26 01:42:28
77.2,31,77,DO,6.35,-71.1,Santa Cruz de Barahona,18.21,1580002950,2020-01-26 01:42:30
57.99,93,86,CN,4,115.83,Jieshi,22.81,1580002951,2020-01-26 01:42:31
77,90,95,BR,4.54,-39.92,Itarema,-2.92,1580002657,2020-01-26 01:37:37
32,90,92,US,8.05,-96.67,Lincoln,40.8,1580002954,2020-01-26 01:42:34
33.01,90,92,CA,2.24,-108.28,North Battleford,52.78,1580002955,2020-01-26 01:42:35
27,90,92,US,5.82,-107.55,Craig,40.52,1580002956,2020-01-26 01:42:36
17.6,40,78,RU,17.9,87,Zelenogorskiy,55.03,1580002957,2020-01-26 01:42:37
33.01,74,92,SK,2.24,18.4,Zlate Moravce,48.39,1580002958,2020-01-26 01:42:38
46,100,93,NO,23.04,6.13,Roald,62.58,1580002680,2020-01-26 01:38:00
75.2,90,88,JP,13.87,127.87,Gushikawa,26.35,1580002961,2020-01-26 01:42:41
39.2,1,86,KR,1.12,127.44,Ichon,37.28,1580002962,2020-01-26 01:42:42
84.58,3,77,SB,7.16,161.92,Kirakira,-10.45,1580002871,2020-01-26 01:41:11
-3.03,88,87,IN,3.11,76.1,Kargil,34.57,1580002964,2020-01-26 01:42:44
-23.49,100,92,RU,2.33,153.68,Srednekolymsk,67.45,1580002965,2020-01-26 01:42:45
24.8,74,79,TR,4.7,30.29,Burdur,37.72,1580002966,2020-01-26 01:42:46
8.6,40,84,KZ,24.61,72.7,Novodolinskiy,49.7,1580002967,2020-01-26 01:42:47
71.6,75,88,JP,12.75,129.48,Naze,28.37,1580002969,2020-01-26 01:42:49
30.99,90,100,HU,4.7,19.51,Tazlar,46.55,1580002970,2020-01-26 01:42:50
46.4,40,93,PT,6.93,-8.62,Barcelos,41.54,1580002971,2020-01-26 01:42:51
-27.4,100,74,RU,6.71,112.4,Udachny,66.42,1580002706,2020-01-26 01:38:26
73.44,50,92,BR,12.44,-38.38,Cicero Dantas,-10.6,1580002973,2020-01-26 01:42:53
-9.17,78,100,RU,4.23,74.49,Pangody,65.85,1580002974,2020-01-26 01:42:54
30.99,0,99,PT,3.27,-7.31,Valpacos,41.61,1580002975,2020-01-26 01:42:55
53.01,90,93,CN,15.66,120.95,Kunshan,31.38,1580002976,2020-01-26 01:42:56
77,0,61,AR,3.36,-64.35,Rio Cuarto,-33.13,1580002978,2020-01-26 01:42:58
35.56,100,94,AF,3.2,68.86,Kunduz,36.73,1580002979,2020-01-26 01:42:59
-4,0,77,AF,1.88,67.02,Panjab,34.39,1580002980,2020-01-26 01:43:00
51.8,5,93,IT,5.82,9.5,Gairo,39.85,1580002981,2020-01-26 01:43:01
77,75,78,OM,4.7,54.09,Salalah,17.02,1580002983,2020-01-26 01:43:03
62.6,1,67,US,3.36,-81.44,LaBelle,26.76,1580002800,2020-01-26 01:40:00
43.03,42,86,BO,8.12,-67.13,Colquiri,-17.42,1580002985,2020-01-26 01:43:05
28.29,0,87,RU,8.43,31.9,Sobolevo,54.43,1580002986,2020-01-26 01:43:06
69.51,55,11,ML,8.19,-7.75,Koulikoro,14,1580002988,2020-01-26 01:43:08
59.59,88,18,SS,6.71,25.68,Raja,8.46,1580002989,2020-01-26 01:43:09
74.75,59,71,IN,3.18,84.05,Narasannapeta,18.42,1580002990,2020-01-26 01:43:10
20.5,100,93,RU,4.63,90.91,Beya,53.05,1580002991,2020-01-26 01:43:11
77,40,88,VC,9.55,-61.18,Dovers,12.88,1580002992,2020-01-26 01:43:12
84,5,57,NZ,8.99,173.78,Kaeo,-35.1,1580002993,2020-01-26 01:43:13
14,89,66,GL,3.36,-46.03,Qaqortoq,60.72,1580002994,2020-01-26 01:43:14
65.08,0,42,MM,6.67,95.1,Pakokku,21.33,1580002995,2020-01-26 01:43:15
33.8,20,86,IR,11.41,59.22,Birjand,32.87,1580002996,2020-01-26 01:43:16
2.26,100,78,RU,18.34,150.8,Magadan,59.57,1580002999,2020-01-26 01:43:19
51.8,75,87,JP,6.93,134.15,Muroto,33.28,1580003000,2020-01-26 01:43:20
52,93,93,GR,2.24,21.7,Methoni,36.82,1580003001,2020-01-26 01:43:21
39.52,100,59,CN,11.99,115.77,Bozhou,33.88,1580003002,2020-01-26 01:43:22
17.6,20,48,JP,6.93,145.57,Nemuro,43.32,1580002920,2020-01-26 01:42:00
-9.47,100,100,RU,6.96,53.15,Iskateley,67.68,1580003004,2020-01-26 01:43:24
-3.1,100,88,RU,15.46,151.28,Ola,59.58,1580003005,2020-01-26 01:43:25
58.53,51,56,LY,18.23,20.23,Ajdabiya,30.76,1580003006,2020-01-26 01:43:26
80.6,40,88,ID,2.89,109.33,Pontianak,-0.03,1580002901,2020-01-26 01:41:41
-2.2,87,84,RU,4.47,77.59,Strezhevoy,60.73,1580003010,2020-01-26 01:43:30
78.84,68,85,PH,8.61,122.71,Luklukan,14.33,1580003011,2020-01-26 01:43:31
39.99,90,93,ES,3.36,-5,Avila,40.58,1580003012,2020-01-26 01:43:32
75.2,20,68,CU,8.05,-75.82,Santiago de Cuba,20.02,1580003013,2020-01-26 01:43:33
60.4,100,91,MG,3.85,46.8,Ambatofinandrahana,-20.55,1580003014,2020-01-26 01:43:34
80.6,20,74,MX,1.9,-97.07,Puerto Escondido,15.85,1580003015,2020-01-26 01:43:35
37.26,97,85,CN,5.28,110,Hongjiang,27.11,1580003019,2020-01-26 01:43:39
50,75,61,KR,8.05,129.21,Gijang,35.24,1580003020,2020-01-26 01:43:40
35.49,100,100,NO,24.58,12.38,Snaase,64.25,1580003021,2020-01-26 01:43:41
78.8,20,88,MX,3.36,-92.42,Puerto Madero,14.72,1580003022,2020-01-26 01:43:42
29.73,45,83,RU,7.29,31.12,Poddorye,57.47,1580003023,2020-01-26 01:43:43
17.6,75,92,NO,3.36,18.96,Tromso,69.65,1580003024,2020-01-26 01:43:44
84,20,83,MY,2.24,103.39,Pontian Kecil,1.48,1580003025,2020-01-26 01:43:45
25.14,12,77,UA,6.06,24.47,Bytkiv,48.63,1580003027,2020-01-26 01:43:47
20.79,100,93,RU,10.89,114.93,Lensk,60.73,1580003028,2020-01-26 01:43:48
79.86,34,88,PH,9.69,121.01,Suba,10.84,1580003029,2020-01-26 01:43:49
-54.4,90,55,RU,2.24,130.28,Mayya,61.73,1580003030,2020-01-26 01:43:50
83.3,18,72,ID,5.1,122.79,Luwuk,-0.95,1580003031,2020-01-26 01:43:51
90.91,76,24,AR,15.93,-68.54,San Juan,-31.54,1580002827,2020-01-26 01:40:27
66.15,0,43,MM,2.13,96.15,Yamethin,20.43,1580003033,2020-01-26 01:43:53
58.33,98,17,LY,7.72,10.85,Nalut,30.33,1580003034,2020-01-26 01:43:54
75.99,20,83,MX,5.82,-86.95,Cozumel,20.51,1580003035,2020-01-26 01:43:55
36,97,86,RU,18.01,43.24,Mikhaylovka,50.06,1580003037,2020-01-26 01:43:57
30.99,40,79,RU,4.47,30.82,Otradnoye,59.78,1580002831,2020-01-26 01:40:31
62.89,100,86,CN,11.99,110.4,Wanning,18.8,1580003039,2020-01-26 01:43:59
66.2,90,100,TW,8.05,120.31,Kaohsiung,22.62,1580002754,2020-01-26 01:39:14
57.2,75,93,CN,6.71,119.2,Jiangkou,25.49,1580003042,2020-01-26 01:44:02
72.57,100,95,BR,1.21,-51.99,Sao Felix do Xingu,-6.64,1580003043,2020-01-26 01:44:03
46.4,100,87,GB,17.22,-1.35,Brae,60.4,1580003044,2020-01-26 01:44:04
45.48,24,89,BO,5.48,-67.92,Patacamaya,-17.23,1580003045,2020-01-26 01:44:05
66.29,100,95,TZ,3.31,31.04,Nguruka,-5.11,1580003047,2020-01-26 01:44:07
-40.94,62,100,RU,0.72,139.9,Deputatsky,69.3,1580003048,2020-01-26 01:44:08
5.97,100,92,RU,14.52,76.75,Vengerovo,55.68,1580003049,2020-01-26 01:44:09
75.22,61,61,IN,2.53,82.55,Tuni,17.35,1580003050,2020-01-26 01:44:10
48.99,90,87,US,17.22,-73.47,Plainview,40.78,1580003051,2020-01-26 01:44:11
12.2,90,92,CA,3.36,-115.8,Hay River,60.82,1580003052,2020-01-26 01:44:12
-0.13,10,95,RU,4.72,30.48,Kovdor,67.57,1580003053,2020-01-26 01:44:13
84.76,79,74,PG,4.03,150.67,Samarai,-10.62,1580002774,2020-01-26 01:39:34
-4.25,99,98,RU,7.34,67.41,Kondinskoye,59.65,1580003056,2020-01-26 01:44:16
40.23,92,78,CN,5.99,110.1,Luyang,27.62,1580003057,2020-01-26 01:44:17
83.89,0,73,SB,4.07,160.7,Auki,-8.77,1580003058,2020-01-26 01:44:18
37.4,90,93,NL,8.05,6.75,Provincie Groningen,53.25,1580002982,2020-01-26 01:43:02
31.57,83,84,RU,9.6,27.81,Gdov,58.74,1580003060,2020-01-26 01:44:20
81.01,2,84,PH,9.1,125.48,Alugan,12.22,1580003061,2020-01-26 01:44:21
62.6,90,72,US,9.17,-97.74,Gatesville,31.44,1580003062,2020-01-26 01:44:22
48.15,37,49,BO,5.77,-66.23,Atocha,-20.93,1580003063,2020-01-26 01:44:23
84.2,75,89,MY,4.7,114.01,Marabu,4.41,1580003065,2020-01-26 01:44:25
66.99,43,30,CF,6.13,22.56,Ouango,4.31,1580003067,2020-01-26 01:44:27
15.75,0,73,GE,4.92,43.44,Oni,42.58,1580003069,2020-01-26 01:44:29
63.91,100,97,AO,2.24,17.48,Camacupa,-12.02,1580003070,2020-01-26 01:44:30
